忘れ,0,0,0,動詞,自立,*,*,一段,命令k,忘れる,ワスレ,ワスレ
描け,0,0,0,動詞,自立,*,*,一段,命令k,描ける,エガケ,エガケ
損ね,0,0,0,動詞,自立,*,*,一段,命令k,損ねる,ソコネ,ソコネ
存じ,0,0,0,動詞,自立,*,*,一段,命令k,存じる,ゾンジ,ゾンジ
ただし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,ただす,タダシ,タダシ
関わり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,関わる,カカワリ,カカワリ
鳴り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,鳴る,ナリ,ナリ
こぼれ,0,0,0,動詞,自立,*,*,一段,命令k,こぼれる,コボレ,コボレ
手伝い,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,手伝う,テツダイ,テツダイ
有し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,有す,ユウシ,ユーシ
放り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,放る,ホウリ,ホーリ
乗せ,0,0,0,動詞,自立,*,*,一段,命令k,乗せる,ノセ,ノセ
ぼけ,0,0,0,動詞,自立,*,*,一段,命令k,ぼける,ボケ,ボケ
はみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,はむ,ハミ,ハミ
滑れ,0,0,0,動詞,自立,*,*,一段,命令k,滑れる,スベレ,スベレ
ちゃい,0,0,0,動詞,非自立,*,*,五段・ワ行促音便,命令k,ちゃう,チャイ,チャイ
まとまり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,まとまる,マトマリ,マトマリ
ひきこもり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,ひきこもる,ヒキコモリ,ヒキコモリ
ちがい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,ちがう,チガイ,チガイ
辞め,0,0,0,動詞,自立,*,*,一段,命令k,辞める,ヤメ,ヤメ
くれ,0,0,0,動詞,自立,*,*,一段・クレル,命令k,くれる,クレ,クレ
鍛え,0,0,0,動詞,自立,*,*,一段,命令k,鍛える,キタエ,キタエ
稼ぎ,0,0,0,動詞,自立,*,*,五段・ガ行,命令k,稼ぐ,カセギ,カセギ
喫し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,喫す,キッシ,キッシ
処し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,処す,ショシ,ショシ
つかみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,つかむ,ツカミ,ツカミ
捌け,0,0,0,動詞,自立,*,*,一段,命令k,捌ける,ハケ,ハケ
捌け,0,0,0,動詞,自立,*,*,一段,命令k,捌ける,サバケ,サバケ
たしなみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,たしなむ,タシナミ,タシナミ
臭い,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,臭う,ニオイ,ニオイ
直し,0,0,0,動詞,非自立,*,*,五段・サ行,命令k,直す,ナオシ,ナオシ
動かせ,0,0,0,動詞,自立,*,*,一段,命令k,動かせる,ウゴカセ,ウゴカセ
ひねり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,ひねる,ヒネリ,ヒネリ
曇り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,曇る,クモリ,クモリ
説き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,説く,トキ,トキ
あげ,0,0,0,動詞,自立,*,*,一段,命令k,あげる,アゲ,アゲ
捜し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,捜す,サガシ,サガシ
埋もれ,0,0,0,動詞,自立,*,*,一段,命令k,埋もれる,ウズモレ,ウズモレ
埋もれ,0,0,0,動詞,自立,*,*,一段,命令k,埋もれる,ウモレ,ウモレ
腐し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,腐す,クサシ,クサシ
とき,0,0,0,動詞,非自立,*,*,五段・カ行イ音便,命令k,とく,トキ,トキ
走り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,走る,ハシリ,ハシリ
かみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,かむ,カミ,カミ
穢れ,0,0,0,動詞,自立,*,*,一段,命令k,穢れる,ケガレ,ケガレ
対し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,対す,タイシ,タイシ
近づけ,0,0,0,動詞,自立,*,*,一段,命令k,近づける,チカヅケ,チカズケ
踏み出し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,踏み出す,フミダシ,フミダシ
擁し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,擁す,ヨウシ,ヨーシ
広がり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,広がる,ヒロガリ,ヒロガリ
謝れ,0,0,0,動詞,自立,*,*,一段,命令k,謝れる,アヤマレ,アヤマレ
取り留め,0,0,0,動詞,自立,*,*,一段,命令k,取り留める,トリトメ,トリトメ
とりあえ,0,0,0,動詞,自立,*,*,一段,命令k,とりあえる,トリアエ,トリアエ
緩め,0,0,0,動詞,自立,*,*,一段,命令k,緩める,ユルメ,ユルメ
産まれ,0,0,0,動詞,自立,*,*,一段,命令k,産まれる,ウマレ,ウマレ
おもい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,おもう,オモイ,オモイ
戻れ,0,0,0,動詞,自立,*,*,一段,命令k,戻れる,モドレ,モドレ
続き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,続く,ツヅキ,ツズキ
組み合わせ,0,0,0,動詞,自立,*,*,一段,命令k,組み合わせる,クミアワセ,クミアワセ
しらみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,しらむ,シラミ,シラミ
つぶし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,つぶす,ツブシ,ツブシ
追っかけ,0,0,0,動詞,自立,*,*,一段,命令k,追っかける,オッカケ,オッカケ
とかせ,0,0,0,動詞,自立,*,*,一段,命令k,とかせる,トカセ,トカセ
あらい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,あらう,アライ,アライ
かね,0,0,0,動詞,非自立,*,*,一段,命令k,かねる,カネ,カネ
じまい,0,0,0,動詞,非自立,*,*,五段・ワ行促音便,命令k,じまう,ジマイ,ジマイ
ぶり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,ぶる,ブリ,ブリ
見れ,0,0,0,動詞,自立,*,*,一段,命令k,見れる,ミレ,ミレ
みなし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,みなす,ミナシ,ミナシ
おき,0,0,0,動詞,自立,*,*,一段,命令k,おきる,オキ,オキ
眠り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,眠る,ネムリ,ネムリ
面し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,面す,メンシ,メンシ
まかれ,0,0,0,動詞,自立,*,*,一段,命令k,まかれる,マカレ,マカレ
わたし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,わたす,ワタシ,ワタシ
超え,0,0,0,動詞,自立,*,*,一段,命令k,超える,コエ,コエ
戯れ,0,0,0,動詞,自立,*,*,一段,命令k,戯れる,ザレ,ザレ
戯れ,0,0,0,動詞,自立,*,*,一段,命令k,戯れる,タワムレ,タワムレ
うわり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,うわる,ウワリ,ウワリ
着い,0,0,0,動詞,自立,*,*,一段,命令k,着る,キイ,キー
あたり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,あたる,アタリ,アタリ
ふくれ,0,0,0,動詞,自立,*,*,一段,命令k,ふくれる,フクレ,フクレ
確かめ,0,0,0,動詞,自立,*,*,一段,命令k,確かめる,タシカメ,タシカメ
提げ,0,0,0,動詞,自立,*,*,一段,命令k,提げる,サゲ,サゲ
提げ,0,0,0,動詞,自立,*,*,一段,命令k,提げる,ヒッサゲ,ヒッサゲ
晴れ,0,0,0,動詞,自立,*,*,一段,命令k,晴れる,ハレ,ハレ
吹き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,吹く,フキ,フキ
恐れ,0,0,0,動詞,自立,*,*,一段,命令k,恐れる,オソレ,オソレ
ちかい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,ちかう,チカイ,チカイ
干せ,0,0,0,動詞,自立,*,*,一段,命令k,干せる,ホセ,ホセ
兼ね合い,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,兼ね合う,カネアイ,カネアイ
思いだし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,思いだす,オモイダシ,オモイダシ
よび,0,0,0,動詞,自立,*,*,五段・バ行,命令k,よぶ,ヨビ,ヨビ
のれ,0,0,0,動詞,自立,*,*,一段,命令k,のれる,ノレ,ノレ
くれ,0,0,0,動詞,自立,*,*,一段,命令k,くれる,クレ,クレ
かくし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,かくす,カクシ,カクシ
ウケ,0,0,0,動詞,自立,*,*,一段,命令k,ウケる,ウケ,ウケ
まち,0,0,0,動詞,自立,*,*,五段・タ行,命令k,まつ,マチ,マチ
きえ,0,0,0,動詞,自立,*,*,一段,命令k,きえる,キエ,キエ
たばかり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,たばかる,タバカリ,タバカリ
にない,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,になう,ニナイ,ニナイ
砕け,0,0,0,動詞,自立,*,*,一段,命令k,砕ける,クダケ,クダケ
ほったらかし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,ほったらかす,ホッタラカシ,ホッタラカシ
触れ,0,0,0,動詞,自立,*,*,一段,命令k,触れる,フレ,フレ
生やし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,生やす,ハヤシ,ハヤシ
忘れかけ,0,0,0,動詞,自立,*,*,一段,命令k,忘れかける,ワスレカケ,ワスレカケ
討ち,0,0,0,動詞,自立,*,*,五段・タ行,命令k,討つ,ウチ,ウチ
弾み,0,0,0,動詞,自立,*,*,五段・マ行,命令k,弾む,ハズミ,ハズミ
押し入れ,0,0,0,動詞,自立,*,*,一段,命令k,押し入れる,オシイレ,オシイレ
割り当て,0,0,0,動詞,自立,*,*,一段,命令k,割り当てる,ワリアテ,ワリアテ
よそい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,よそう,ヨソイ,ヨソイ
たちより,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,たちよる,タチヨリ,タチヨリ
呼べ,0,0,0,動詞,自立,*,*,一段,命令k,呼べる,ヨベ,ヨベ
空き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,空く,アキ,アキ
空き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,空く,スキ,スキ
知り合え,0,0,0,動詞,自立,*,*,一段,命令k,知り合える,シリアエ,シリアエ
つき,0,0,0,動詞,自立,*,*,一段,命令k,つきる,ツキ,ツキ
なれ,0,0,0,動詞,自立,*,*,一段,命令k,なれる,ナレ,ナレ
こり,0,0,0,動詞,自立,*,*,一段,命令k,こりる,コリ,コリ
吹け,0,0,0,動詞,自立,*,*,一段,命令k,吹ける,フケ,フケ
役立ち,0,0,0,動詞,自立,*,*,五段・タ行,命令k,役立つ,ヤクダチ,ヤクダチ
迷い,0,0,0,動詞,自立,*,*,五段・ワ行ウ音便,命令k,迷う,マヨイ,マヨイ
めげ,0,0,0,動詞,自立,*,*,一段,命令k,めげる,メゲ,メゲ
ぬけ,0,0,0,動詞,自立,*,*,一段,命令k,ぬける,ヌケ,ヌケ
かくれ,0,0,0,動詞,自立,*,*,一段,命令k,かくれる,カクレ,カクレ
読み込め,0,0,0,動詞,自立,*,*,一段,命令k,読み込める,ヨミコメ,ヨミコメ
はり,0,0,0,動詞,非自立,*,*,五段・ラ行,命令k,はる,ハリ,ハリ
弁じ,0,0,0,動詞,自立,*,*,一段,命令k,弁じる,ベンジ,ベンジ
あわて,0,0,0,動詞,自立,*,*,一段,命令k,あわてる,アワテ,アワテ
かめ,0,0,0,動詞,自立,*,*,一段,命令k,かめる,カメ,カメ
絞れ,0,0,0,動詞,自立,*,*,一段,命令k,絞れる,シボレ,シボレ
起こし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,起こす,オコシ,オコシ
勝ち抜き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,勝ち抜く,カチヌキ,カチヌキ
ならえ,0,0,0,動詞,自立,*,*,一段,命令k,ならえる,ナラエ,ナラエ
破れ,0,0,0,動詞,自立,*,*,一段,命令k,破れる,ヤブレ,ヤブレ
破れ,0,0,0,動詞,自立,*,*,一段,命令k,破れる,ワレ,ワレ
もうかり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,もうかる,モウカリ,モーカリ
蹴り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,蹴る,ケリ,ケリ
ふくみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,ふくむ,フクミ,フクミ
落ちぶれ,0,0,0,動詞,自立,*,*,一段,命令k,落ちぶれる,オチブレ,オチブレ
添え,0,0,0,動詞,自立,*,*,一段,命令k,添える,ソエ,ソエ
出せ,0,0,0,動詞,自立,*,*,一段,命令k,出せる,ダセ,ダセ
はらし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,はらす,ハラシ,ハラシ
加え,0,0,0,動詞,自立,*,*,一段,命令k,加える,クワエ,クワエ
なき,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,なく,ナキ,ナキ
よじ登れ,0,0,0,動詞,自立,*,*,一段,命令k,よじ登れる,ヨジノボレ,ヨジノボレ
空け,0,0,0,動詞,自立,*,*,一段,命令k,空ける,アケ,アケ
選べ,0,0,0,動詞,自立,*,*,一段,命令k,選べる,エラベ,エラベ
告げ,0,0,0,動詞,自立,*,*,一段,命令k,告げる,ツゲ,ツゲ
痛め,0,0,0,動詞,自立,*,*,一段,命令k,痛める,イタメ,イタメ
売り出し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,売り出す,ウリダシ,ウリダシ
気遣い,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,気遣う,キヅカイ,キズカイ
づけ,0,0,0,動詞,非自立,*,*,一段,命令k,づける,ヅケ,ズケ
かわり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,かわる,カワリ,カワリ
逃げ出し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,逃げ出す,ニゲダシ,ニゲダシ
ふて,0,0,0,動詞,自立,*,*,一段,命令k,ふてる,フテ,フテ
流し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,流す,ナガシ,ナガシ
いただき,0,0,0,動詞,非自立,*,*,五段・カ行イ音便,命令k,いただく,イタダキ,イタダキ
畳み,0,0,0,動詞,自立,*,*,五段・マ行,命令k,畳む,タタミ,タタミ
よし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,よす,ヨシ,ヨシ
なまり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,なまる,ナマリ,ナマリ
問い詰め,0,0,0,動詞,自立,*,*,一段,命令k,問い詰める,トイツメ,トイツメ
見捨て,0,0,0,動詞,自立,*,*,一段,命令k,見捨てる,ミステ,ミステ
せき止め,0,0,0,動詞,自立,*,*,一段,命令k,せき止める,セキトメ,セキトメ
上がれ,0,0,0,動詞,自立,*,*,一段,命令k,上がれる,アガレ,アガレ
申込み,0,0,0,動詞,自立,*,*,五段・マ行,命令k,申込む,モウシコミ,モーシコミ
さえ,0,0,0,動詞,自立,*,*,一段,命令k,さえる,サエ,サエ
垢抜け,0,0,0,動詞,自立,*,*,一段,命令k,垢抜ける,アカヌケ,アカヌケ
生らし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,生らす,ナラシ,ナラシ
きり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,きる,キリ,キリ
知れ,0,0,0,動詞,自立,*,*,一段,命令k,知れる,シレ,シレ
いただけ,0,0,0,動詞,自立,*,*,一段,命令k,いただける,イタダケ,イタダケ
たわけ,0,0,0,動詞,自立,*,*,一段,命令k,たわける,タワケ,タワケ
送り届け,0,0,0,動詞,自立,*,*,一段,命令k,送り届ける,オクリトドケ,オクリトドケ
であい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,であう,デアイ,デアイ
はい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,はう,ハイ,ハイ
見届け,0,0,0,動詞,自立,*,*,一段,命令k,見届ける,ミトドケ,ミトドケ
さげ,0,0,0,動詞,自立,*,*,一段,命令k,さげる,サゲ,サゲ
あき,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,あく,アキ,アキ
化し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,化す,カシ,カシ
間引き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,間引く,マビキ,マビキ
活け,0,0,0,動詞,自立,*,*,一段,命令k,活ける,イケ,イケ
引き継ぎ,0,0,0,動詞,自立,*,*,五段・ガ行,命令k,引き継ぐ,ヒキツギ,ヒキツギ
採り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,採る,トリ,トリ
さび,0,0,0,動詞,自立,*,*,一段,命令k,さびる,サビ,サビ
おち,0,0,0,動詞,自立,*,*,一段,命令k,おちる,オチ,オチ
至り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,至る,イタリ,イタリ
たがね,0,0,0,動詞,自立,*,*,一段,命令k,たがねる,タガネ,タガネ
つくれ,0,0,0,動詞,自立,*,*,一段,命令k,つくれる,ツクレ,ツクレ
働け,0,0,0,動詞,自立,*,*,一段,命令k,働ける,ハタラケ,ハタラケ
うみ,0,0,0,動詞,自立,*,*,五段・マ行,命令k,うむ,ウミ,ウミ
番え,0,0,0,動詞,自立,*,*,一段,命令k,番える,ツガエ,ツガエ
しゃれ,0,0,0,動詞,自立,*,*,一段,命令k,しゃれる,シャレ,シャレ
直し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,直す,ナオシ,ナオシ
憧れ,0,0,0,動詞,自立,*,*,一段,命令k,憧れる,アコガレ,アコガレ
言いあい,0,0,0,動詞,自立,*,*,五段・ワ行促音便,命令k,言いあう,イイアイ,イーアイ
広げ,0,0,0,動詞,自立,*,*,一段,命令k,広げる,ヒロゲ,ヒロゲ
ほうけ,0,0,0,動詞,自立,*,*,一段,命令k,ほうける,ホウケ,ホーケ
うごき,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,うごく,ウゴキ,ウゴキ
下し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,下す,クダシ,クダシ
書き取り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,書き取る,カキトリ,カキトリ
こもり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,こもる,コモリ,コモリ
任し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,任す,マカシ,マカシ
制し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,制す,セイシ,セイシ
携わり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,携わる,タズサワリ,タズサワリ
吊り,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,吊る,ツリ,ツリ
願い,0,0,0,動詞,非自立,*,*,五段・ワ行促音便,命令k,願う,ネガイ,ネガイ
狙え,0,0,0,動詞,自立,*,*,一段,命令k,狙える,ネラエ,ネラエ
生まれで,0,0,0,動詞,自立,*,*,一段,命令k,生まれでる,ウマレデ,ウマレデ
引出し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,引出す,ヒキダシ,ヒキダシ
観い,0,0,0,動詞,自立,*,*,一段,命令k,観る,ミイ,ミー
演じ,0,0,0,動詞,自立,*,*,一段,命令k,演じる,エンジ,エンジ
揃え,0,0,0,動詞,自立,*,*,一段,命令k,揃える,ソロエ,ソロエ
転び,0,0,0,動詞,自立,*,*,五段・バ行,命令k,転ぶ,コロビ,コロビ
うり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,うる,ウリ,ウリ
叫び,0,0,0,動詞,自立,*,*,五段・バ行,命令k,叫ぶ,サケビ,サケビ
白み,0,0,0,動詞,自立,*,*,五段・マ行,命令k,白む,シラミ,シラミ
剥ぎ,0,0,0,動詞,自立,*,*,五段・ガ行,命令k,剥ぐ,ハギ,ハギ
励み,0,0,0,動詞,自立,*,*,五段・マ行,命令k,励む,ハゲミ,ハゲミ
傷み,0,0,0,動詞,自立,*,*,五段・マ行,命令k,傷む,イタミ,イタミ
垂らし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,垂らす,タラシ,タラシ
笑え,0,0,0,動詞,自立,*,*,一段,命令k,笑える,ワラエ,ワラエ
おれ,0,0,0,動詞,自立,*,*,一段,命令k,おれる,オレ,オレ
無くし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,無くす,ナクシ,ナクシ
たしなめ,0,0,0,動詞,自立,*,*,一段,命令k,たしなめる,タシナメ,タシナメ
張り出し,0,0,0,動詞,自立,*,*,五段・サ行,命令k,張り出す,ハリダシ,ハリダシ
からし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,からす,カラシ,カラシ
くさし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,くさす,クサシ,クサシ
出会え,0,0,0,動詞,自立,*,*,一段,命令k,出会える,デアエ,デアエ
引き,0,0,0,動詞,自立,*,*,五段・カ行イ音便,命令k,引く,ヒキ,ヒキ
まわり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,まわる,マワリ,マワリ
懸け,0,0,0,動詞,自立,*,*,一段,命令k,懸ける,カケ,カケ
あがれ,0,0,0,動詞,自立,*,*,一段,命令k,あがれる,アガレ,アガレ
ひり,0,0,0,動詞,自立,*,*,五段・ラ行,命令k,ひる,ヒリ,ヒリ
そらせ,0,0,0,動詞,自立,*,*,一段,命令k,そらせる,ソラセ,ソラセ
味付け,0,0,0,動詞,自立,*,*,一段,命令k,味付ける,アジツケ,アジツケ
遅らし,0,0,0,動詞,自立,*,*,五段・サ行,命令k,遅らす,オクラシ,オクラシ
